sample_id,environment,ros2_pub_command,raw_rrt,raw_llm,s_u,s_x
1269,"{""start"":{""x"":3.08,""y"":0.04,""z"":-0.25},""goal"":{""x"":0.82,""y"":0.11,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.06,2.5,-0.75],""max_corner"":[1.65,2.99,0.25],""size"":[0.58,0.49,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.36,2.56,-0.75],""max_corner"":[1.08,2.98,0.25],""size"":[0.73,0.43,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.06,2.5,-0.75],\""max_corner\"":[1.65,2.99,0.25],\""size\"":[0.58,0.49,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.36,2.56,-0.75],\""max_corner\"":[1.08,2.98,0.25],\""size\"":[0.73,0.43,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.08,""y"":0.04,""z"":-0.25},{""x"":0.82,""y"":0.11,""z"":-0.25}]","[{""x"":3.08,""y"":0.04,""z"":-0.25},{""x"":0.82,""y"":0.11,""z"":-0.25}]",0.0,0.0
1270,"{""start"":{""x"":1.98,""y"":1.47,""z"":-0.25},""goal"":{""x"":3.91,""y"":0.92,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.17,1.89,-0.75],""max_corner"":[2.77,2.58,0.25],""size"":[0.6,0.69,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[3.39,2.8,-0.75],""max_corner"":[3.65,3.33,0.25],""size"":[0.26,0.53,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[2.69,2.13,-0.75],""max_corner"":[3.42,2.68,0.25],""size"":[0.73,0.56,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.17,1.89,-0.75],\""max_corner\"":[2.77,2.58,0.25],\""size\"":[0.6,0.69,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[3.39,2.8,-0.75],\""max_corner\"":[3.65,3.33,0.25],\""size\"":[0.26,0.53,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[2.69,2.13,-0.75],\""max_corner\"":[3.42,2.68,0.25],\""size\"":[0.73,0.56,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.98,""y"":1.47,""z"":-0.25},{""x"":3.91,""y"":0.92,""z"":-0.25}]","[{""x"":1.98,""y"":1.47,""z"":-0.25},{""x"":3.91,""y"":0.92,""z"":-0.25}]",0.0,0.0
1271,"{""start"":{""x"":3.15,""y"":3.91,""z"":-0.25},""goal"":{""x"":0.67,""y"":2.91,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":3.15,""y"":3.91,""z"":-0.25},{""x"":0.67,""y"":2.91,""z"":-0.25}]","[{""x"":3.15,""y"":3.91,""z"":-0.25},{""x"":0.67,""y"":2.91,""z"":-0.25}]",0.0,0.0
1272,"{""start"":{""x"":1.04,""y"":2.16,""z"":-0.25},""goal"":{""x"":2.54,""y"":3.32,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.61,3.06,-0.75],""max_corner"":[0.9,3.34,0.25],""size"":[0.29,0.28,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.13,1.12,-0.75],""max_corner"":[1.67,1.56,0.25],""size"":[0.54,0.45,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[0.2,0.98,-0.75],""max_corner"":[0.66,1.48,0.25],""size"":[0.46,0.5,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.61,3.06,-0.75],\""max_corner\"":[0.9,3.34,0.25],\""size\"":[0.29,0.28,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.13,1.12,-0.75],\""max_corner\"":[1.67,1.56,0.25],\""size\"":[0.54,0.45,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[0.2,0.98,-0.75],\""max_corner\"":[0.66,1.48,0.25],\""size\"":[0.46,0.5,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.04,""y"":2.16,""z"":-0.25},{""x"":2.54,""y"":3.32,""z"":-0.25}]","[{""x"":1.04,""y"":2.16,""z"":-0.25},{""x"":2.54,""y"":3.32,""z"":-0.25}]",0.0,0.0
1273,"{""start"":{""x"":3.37,""y"":1.5,""z"":-0.25},""goal"":{""x"":2.16,""y"":0.42,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.73,1.87,-0.75],""max_corner"":[1.4,2.28,0.25],""size"":[0.67,0.42,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.93,2.89,-0.75],""max_corner"":[2.34,3.64,0.25],""size"":[0.41,0.75,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[3.05,0.12,-0.75],""max_corner"":[3.74,0.55,0.25],""size"":[0.69,0.44,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[0.12,1.77,-0.75],""max_corner"":[0.64,2.4,0.25],""size"":[0.52,0.62,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.73,1.87,-0.75],\""max_corner\"":[1.4,2.28,0.25],\""size\"":[0.67,0.42,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.93,2.89,-0.75],\""max_corner\"":[2.34,3.64,0.25],\""size\"":[0.41,0.75,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[3.05,0.12,-0.75],\""max_corner\"":[3.74,0.55,0.25],\""size\"":[0.69,0.44,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[0.12,1.77,-0.75],\""max_corner\"":[0.64,2.4,0.25],\""size\"":[0.52,0.62,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.37,""y"":1.5,""z"":-0.25},{""x"":3.05,""y"":1.65,""z"":-0.25},{""x"":2.16,""y"":0.42,""z"":-0.25}]","[{""x"":3.37,""y"":1.5,""z"":-0.25},{""x"":2.16,""y"":0.42,""z"":-0.25}]",0.900743,0.428396
1274,"{""start"":{""x"":1.37,""y"":2.04,""z"":-0.25},""goal"":{""x"":0.28,""y"":2.19,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.66,1.13,-0.75],""max_corner"":[3.37,1.61,0.25],""size"":[0.72,0.48,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.51,3.2,-0.75],""max_corner"":[1.0,3.59,0.25],""size"":[0.5,0.39,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[3.4,0.94,-0.75],""max_corner"":[3.9,1.42,0.25],""size"":[0.5,0.48,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.66,1.13,-0.75],\""max_corner\"":[3.37,1.61,0.25],\""size\"":[0.72,0.48,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.51,3.2,-0.75],\""max_corner\"":[1.0,3.59,0.25],\""size\"":[0.5,0.39,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[3.4,0.94,-0.75],\""max_corner\"":[3.9,1.42,0.25],\""size\"":[0.5,0.48,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.37,""y"":2.04,""z"":-0.25},{""x"":0.28,""y"":2.19,""z"":-0.25}]","[{""x"":1.37,""y"":2.04,""z"":-0.25},{""x"":0.28,""y"":2.19,""z"":-0.25}]",0.0,0.0
1275,"{""start"":{""x"":2.55,""y"":2.35,""z"":-0.25},""goal"":{""x"":0.81,""y"":1.92,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.28,0.68,-0.75],""max_corner"":[1.89,1.08,0.25],""size"":[0.61,0.4,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[2.48,1.24,-0.75],""max_corner"":[2.87,1.56,0.25],""size"":[0.4,0.32,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.28,0.68,-0.75],\""max_corner\"":[1.89,1.08,0.25],\""size\"":[0.61,0.4,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[2.48,1.24,-0.75],\""max_corner\"":[2.87,1.56,0.25],\""size\"":[0.4,0.32,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.55,""y"":2.35,""z"":-0.25},{""x"":0.81,""y"":1.92,""z"":-0.25}]","[{""x"":2.55,""y"":2.35,""z"":-0.25},{""x"":0.81,""y"":1.92,""z"":-0.25}]",0.0,0.0
1276,"{""start"":{""x"":1.27,""y"":0.35,""z"":-0.25},""goal"":{""x"":3.44,""y"":0.65,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.18,0.94,-0.75],""max_corner"":[0.65,1.68,0.25],""size"":[0.46,0.74,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.94,1.03,-0.75],""max_corner"":[1.54,1.6,0.25],""size"":[0.6,0.56,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.18,0.94,-0.75],\""max_corner\"":[0.65,1.68,0.25],\""size\"":[0.46,0.74,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.94,1.03,-0.75],\""max_corner\"":[1.54,1.6,0.25],\""size\"":[0.6,0.56,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.27,""y"":0.35,""z"":-0.25},{""x"":3.44,""y"":0.65,""z"":-0.25}]","[{""x"":1.27,""y"":0.35,""z"":-0.25},{""x"":3.44,""y"":0.65,""z"":-0.25}]",0.0,0.0
1277,"{""start"":{""x"":2.33,""y"":3.47,""z"":-0.25},""goal"":{""x"":3.68,""y"":3.23,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[3.09,1.6,-0.75],""max_corner"":[3.67,1.86,0.25],""size"":[0.57,0.26,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[3.09,1.6,-0.75],\""max_corner\"":[3.67,1.86,0.25],\""size\"":[0.57,0.26,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.33,""y"":3.47,""z"":-0.25},{""x"":3.68,""y"":3.23,""z"":-0.25}]","[{""x"":2.33,""y"":3.47,""z"":-0.25},{""x"":3.68,""y"":3.23,""z"":-0.25}]",0.0,0.0
1278,"{""start"":{""x"":0.29,""y"":1.92,""z"":-0.25},""goal"":{""x"":1.83,""y"":1.64,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.47,0.5,-0.75],""max_corner"":[3.16,1.07,0.25],""size"":[0.69,0.57,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[2.99,1.7,-0.75],""max_corner"":[3.61,2.36,0.25],""size"":[0.62,0.66,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[2.54,3.18,-0.75],""max_corner"":[3.01,3.46,0.25],""size"":[0.47,0.28,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.47,0.5,-0.75],\""max_corner\"":[3.16,1.07,0.25],\""size\"":[0.69,0.57,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[2.99,1.7,-0.75],\""max_corner\"":[3.61,2.36,0.25],\""size\"":[0.62,0.66,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[2.54,3.18,-0.75],\""max_corner\"":[3.01,3.46,0.25],\""size\"":[0.47,0.28,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.29,""y"":1.92,""z"":-0.25},{""x"":1.83,""y"":1.64,""z"":-0.25}]","[{""x"":0.29,""y"":1.92,""z"":-0.25},{""x"":1.83,""y"":1.64,""z"":-0.25}]",0.0,0.0
1279,"{""start"":{""x"":2.81,""y"":0.36,""z"":-0.25},""goal"":{""x"":3.92,""y"":0.65,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[3.11,1.45,-0.75],""max_corner"":[3.6,2.12,0.25],""size"":[0.48,0.67,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.3,0.48,-0.75],""max_corner"":[1.75,1.09,0.25],""size"":[0.45,0.6,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[3.11,1.45,-0.75],\""max_corner\"":[3.6,2.12,0.25],\""size\"":[0.48,0.67,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.3,0.48,-0.75],\""max_corner\"":[1.75,1.09,0.25],\""size\"":[0.45,0.6,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.81,""y"":0.36,""z"":-0.25},{""x"":3.92,""y"":0.65,""z"":-0.25}]","[{""x"":2.81,""y"":0.36,""z"":-0.25},{""x"":3.92,""y"":0.65,""z"":-0.25}]",0.0,0.0
1280,"{""start"":{""x"":1.19,""y"":1.68,""z"":-0.25},""goal"":{""x"":0.78,""y"":0.11,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.6,2.04,-0.75],""max_corner"":[3.02,2.62,0.25],""size"":[0.42,0.58,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[2.2,3.3,-0.75],""max_corner"":[2.49,3.64,0.25],""size"":[0.29,0.34,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[3.24,0.51,-0.75],""max_corner"":[3.77,0.95,0.25],""size"":[0.52,0.44,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.6,2.04,-0.75],\""max_corner\"":[3.02,2.62,0.25],\""size\"":[0.42,0.58,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[2.2,3.3,-0.75],\""max_corner\"":[2.49,3.64,0.25],\""size\"":[0.29,0.34,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[3.24,0.51,-0.75],\""max_corner\"":[3.77,0.95,0.25],\""size\"":[0.52,0.44,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.19,""y"":1.68,""z"":-0.25},{""x"":0.78,""y"":0.11,""z"":-0.25}]","[{""x"":1.19,""y"":1.68,""z"":-0.25},{""x"":0.78,""y"":0.11,""z"":-0.25}]",0.0,0.0
1281,"{""start"":{""x"":0.72,""y"":0.43,""z"":-0.25},""goal"":{""x"":3.24,""y"":1.02,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.52,2.73,-0.75],""max_corner"":[3.23,3.16,0.25],""size"":[0.72,0.42,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.52,2.73,-0.75],\""max_corner\"":[3.23,3.16,0.25],\""size\"":[0.72,0.42,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.72,""y"":0.43,""z"":-0.25},{""x"":3.24,""y"":1.02,""z"":-0.25}]","[{""x"":0.72,""y"":0.43,""z"":-0.25},{""x"":3.24,""y"":1.02,""z"":-0.25}]",0.0,0.0
1282,"{""start"":{""x"":0.78,""y"":2.53,""z"":-0.25},""goal"":{""x"":2.62,""y"":0.88,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.59,2.67,-0.75],""max_corner"":[3.11,3.42,0.25],""size"":[0.52,0.75,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.24,3.24,-0.75],""max_corner"":[1.75,3.53,0.25],""size"":[0.51,0.3,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[1.73,3.02,-0.75],""max_corner"":[2.28,3.65,0.25],""size"":[0.55,0.63,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[1.19,2.34,-0.75],""max_corner"":[1.51,2.63,0.25],""size"":[0.32,0.28,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.59,2.67,-0.75],\""max_corner\"":[3.11,3.42,0.25],\""size\"":[0.52,0.75,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.24,3.24,-0.75],\""max_corner\"":[1.75,3.53,0.25],\""size\"":[0.51,0.3,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[1.73,3.02,-0.75],\""max_corner\"":[2.28,3.65,0.25],\""size\"":[0.55,0.63,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[1.19,2.34,-0.75],\""max_corner\"":[1.51,2.63,0.25],\""size\"":[0.32,0.28,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.78,""y"":2.53,""z"":-0.25},{""x"":0.78,""y"":1.84,""z"":-0.25},{""x"":2.62,""y"":0.88,""z"":-0.25}]","[{""x"":0.78,""y"":2.53,""z"":-0.25},{""x"":0.7,""y"":1.87,""z"":-0.25},{""x"":2.62,""y"":0.88,""z"":-0.25}]",0.098995,0.071174
1283,"{""start"":{""x"":0.39,""y"":1.61,""z"":-0.25},""goal"":{""x"":3.78,""y"":0.55,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.82,3.18,-0.75],""max_corner"":[3.56,3.92,0.25],""size"":[0.74,0.74,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.82,3.18,-0.75],\""max_corner\"":[3.56,3.92,0.25],\""size\"":[0.74,0.74,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.39,""y"":1.61,""z"":-0.25},{""x"":3.78,""y"":0.55,""z"":-0.25}]","[{""x"":0.39,""y"":1.61,""z"":-0.25},{""x"":3.78,""y"":0.55,""z"":-0.25}]",0.0,0.0
1284,"{""start"":{""x"":2.03,""y"":1.28,""z"":-0.25},""goal"":{""x"":1.71,""y"":3.2,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":2.03,""y"":1.28,""z"":-0.25},{""x"":1.71,""y"":3.2,""z"":-0.25}]","[{""x"":2.03,""y"":1.28,""z"":-0.25},{""x"":1.71,""y"":3.2,""z"":-0.25}]",0.0,0.0
1285,"{""start"":{""x"":2.94,""y"":2.12,""z"":-0.25},""goal"":{""x"":2.99,""y"":1.1,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.58,3.04,-0.75],""max_corner"":[2.9,3.55,0.25],""size"":[0.32,0.51,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[2.21,3.32,-0.75],""max_corner"":[2.77,3.63,0.25],""size"":[0.56,0.31,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.58,3.04,-0.75],\""max_corner\"":[2.9,3.55,0.25],\""size\"":[0.32,0.51,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[2.21,3.32,-0.75],\""max_corner\"":[2.77,3.63,0.25],\""size\"":[0.56,0.31,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.94,""y"":2.12,""z"":-0.25},{""x"":2.99,""y"":1.1,""z"":-0.25}]","[{""x"":2.94,""y"":2.12,""z"":-0.25},{""x"":2.99,""y"":1.1,""z"":-0.25}]",0.0,0.0
1286,"{""start"":{""x"":2.46,""y"":0.0,""z"":-0.25},""goal"":{""x"":2.45,""y"":3.03,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.26,2.75,-0.75],""max_corner"":[0.53,3.24,0.25],""size"":[0.27,0.49,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.21,0.68,-0.75],""max_corner"":[0.65,1.13,0.25],""size"":[0.44,0.45,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[0.77,1.8,-0.75],""max_corner"":[1.44,2.42,0.25],""size"":[0.68,0.62,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.26,2.75,-0.75],\""max_corner\"":[0.53,3.24,0.25],\""size\"":[0.27,0.49,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.21,0.68,-0.75],\""max_corner\"":[0.65,1.13,0.25],\""size\"":[0.44,0.45,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[0.77,1.8,-0.75],\""max_corner\"":[1.44,2.42,0.25],\""size\"":[0.68,0.62,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.46,""y"":0.0,""z"":-0.25},{""x"":2.45,""y"":3.03,""z"":-0.25}]","[{""x"":2.46,""y"":0.0,""z"":-0.25},{""x"":2.45,""y"":3.03,""z"":-0.25}]",0.0,0.0
1287,"{""start"":{""x"":1.24,""y"":1.92,""z"":-0.25},""goal"":{""x"":0.7,""y"":2.78,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.02,1.17,-0.75],""max_corner"":[0.54,1.67,0.25],""size"":[0.52,0.5,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.02,1.17,-0.75],\""max_corner\"":[0.54,1.67,0.25],\""size\"":[0.52,0.5,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.24,""y"":1.92,""z"":-0.25},{""x"":0.7,""y"":2.78,""z"":-0.25}]","[{""x"":1.24,""y"":1.92,""z"":-0.25},{""x"":0.7,""y"":2.78,""z"":-0.25}]",0.0,0.0
